Geneid	Chr	Start	End	Strand	Length	NF54-24h_S6_L001.bam	NF54-24h_S8_L001.bam	PB58-24h-14_S2.bam	PB58-24h_S3_L001.bam
PF3D7_1120800	Pf3D7_11_v3	790011	790262	+	252	55	7	9	9
PF3D7_1336700	Pf3D7_13_v3	1482361	1482837	-	477	210	53	41	51
PF3D7_0937400	Pf3D7_09_v3	1477526	1478736	+	1211	1	2	0	3
PF3D7_0826700	Pf3D7_08_v3	1160164	1161708	-	1545	6064	3054	4003	3095
PF3D7_1219400	Pf3D7_12_v3	776510	779933	-	3424	3	5	5	4
PF3D7_1249400	Pf3D7_12_v3	2016325	2016756	-	432	30	9	29	29
PF3D7_0528100	Pf3D7_05_v3	1157840	1161553	-	3714	700	446	560	575
PF3D7_1411800	Pf3D7_14_v3	477469	478887	-	1419	46	27	53	64
PF3D7_1023100	Pf3D7_10_v3	963497	980560	-	17064	11	1	9	6
PF3D7_0906600	Pf3D7_09_v3	320811	323342	-	2532	639	498	1021	291
PF3D7_1212200	Pf3D7_12_v3	540725	542932	-	2208	26	18	12	33
PF3D7_0402100	Pf3D7_04_v3	123588	125464	-	1877	116	286	331	284
PF3D7_1142400	Pf3D7_11_v3	1702089	1703642	-	1554	190	146	233	200
PF3D7_1125500	Pf3D7_11_v3	1001182	1001562	-	381	219	127	178	180
PF3D7_0908700	Pf3D7_09_v3	401495	403394	-	1900	39	31	31	67
PF3D7_1229700	Pf3D7_12_v3	1218181	1218766	+	586	19	1	3	1
PF3D7_0607200	Pf3D7_06_v3	301874	303290	-	1417	33	1	13	9
PF3D7_0627400	Pf3D7_06_v3	1100277	1100858	-	582	51	14	32	39
PF3D7_1449300	Pf3D7_14_v3	2017311	2019560	+	2250	188	190	162	160
PF3D7_0812200	Pf3D7_08_v3	614919	617821	-	2903	15	2	4	3
PF3D7_0623200	Pf3D7_06_v3	946129	947244	+	1116	134	108	109	146
PF3D7_0706300	Pf3D7_07_v3	305563	306032	+	470	43	41	20	65
PF3D7_1235300	Pf3D7_12_v3	1470713	1475701	+	4989	1004	1015	1062	1455
PF3D7_0832200	Pf3D7_08_v3	1392168	1393491	+	1324	376	359	374	574
PF3D7_0111400	Pf3D7_01_v3	436408	438564	+	2157	54	16	30	59
PF3D7_0804500	Pf3D7_08_v3	250083	268437	+	18355	867	530	526	724
PF3D7_1011600	Pf3D7_10_v3	445164	447125	-	1962	14	12	21	37
PF3D7_1342500	Pf3D7_13_v3	1669694	1670956	-	1263	11	2	9	4
PF3D7_0314100	Pf3D7_03_v3	569308	571051	-	1744	54	57	65	50
PF3D7_1245700	Pf3D7_12_v3	1907045	1907960	+	916	0	0	0	1
PF3D7_1469800	Pf3D7_14_v3	2865024	2866245	-	1222	240	76	99	171
PF3D7_1434900	Pf3D7_14_v3	1411737	1413096	+	1360	2	1	8	2
PF3D7_0718000	Pf3D7_07_v3	776141	795637	-	19497	19	9	18	14
PF3D7_0908200	Pf3D7_09_v3	378035	382996	+	4962	31	4	21	11
PF3D7_0725700	Pf3D7_07_v3	1085848	1086212	+	365	1	0	0	1
PF3D7_1236100	Pf3D7_12_v3	1506932	1508269	-	1338	523	305	526	301
PF3D7_0522100	Pf3D7_05_v3	897465	899756	-	2292	12	10	17	12
PF3D7_0208500	Pf3D7_02_v3	352836	353628	+	793	46	2	14	13
PF3D7_0410700	Pf3D7_04_v3	481177	483891	-	2715	78	32	92	82
PF3D7_1423000	Pf3D7_14_v3	924964	926427	-	1464	342	263	300	288
PF3D7_1221800	Pf3D7_12_v3	869260	871368	+	2109	102	36	56	93
PF3D7_1437400	Pf3D7_14_v3	1517070	1519370	+	2301	162	68	97	117
PF3D7_1363700	Pf3D7_13_v3	2552554	2554926	+	2373	46	13	29	37
PF3D7_0409600	Pf3D7_04_v3	452134	455571	-	3438	634	323	279	457
PF3D7_0618300	Pf3D7_06_v3	768792	769456	+	665	1846	1027	1221	1120
PF3D7_1416800	Pf3D7_14_v3	682778	684802	+	2025	162	84	102	146
PF3D7_0802300	Pf3D7_08_v3	167069	170434	-	3366	515	461	319	510
PF3D7_1231300	Pf3D7_12_v3	1286498	1289356	-	2859	5	2	8	3
PF3D7_0828600	Pf3D7_08_v3	1229899	1232132	-	2234	12	2	11	9
PF3D7_0411700	Pf3D7_04_v3	518685	519101	-	417	0	0	0	0
PF3D7_0601900	Pf3D7_06_v3	78190	78784	+	595	1540	1745	961	1083
PF3D7_1356400	Pf3D7_13_v3	2235089	2238109	+	3021	69	5	31	39
PF3D7_1114700	Pf3D7_11_v3	555514	558668	+	3155	875	483	591	509
PF3D7_0718300	Pf3D7_07_v3	812301	820635	-	8335	8	0	1	3
PF3D7_0316600	Pf3D7_03_v3	669302	670873	-	1572	3054	2662	3474	2908
PF3D7_1129000	Pf3D7_11_v3	1121930	1123377	+	1448	369	151	215	140
PF3D7_1140500	Pf3D7_11_v3	1610100	1615809	+	5710	15	7	16	20
PF3D7_1330100	Pf3D7_13_v3	1274448	1275008	+	561	50	17	27	23
PF3D7_0812600	Pf3D7_08_v3	631584	632229	-	646	61	16	38	18
PF3D7_1478000	Pf3D7_14_v3	3213581	3214617	+	1037	156	240	954	530
PF3D7_0630600	Pf3D7_06_v3	1279820	1283246	+	3427	152	78	81	106
PF3D7_1401300	Pf3D7_14_v3	48912	50415	-	1504	62	42	77	21
PF3D7_1365300	Pf3D7_13_v3	2612422	2614644	-	2223	45	66	57	89
PF3D7_1446200	Pf3D7_14_v3	1893200	1895017	-	1818	4343	2035	3457	2190
PF3D7_0503200	Pf3D7_05_v3	130453	133392	+	2940	84	26	41	33
PF3D7_0811100	Pf3D7_08_v3	557884	559506	-	1623	15	10	10	8
PF3D7_0115150	Pf3D7_01_v3	589386	589994	-	609	0	0	0	0
PF3D7_0914100	Pf3D7_09_v3	601076	604576	-	3501	47	12	91	22
PF3D7_0832400	Pf3D7_08_v3	1399560	1400583	-	1024	6	6	1	2
PF3D7_0107300	Pf3D7_01_v3	299562	300868	-	1307	16	1	9	11
PF3D7_0100300	Pf3D7_01_v3	42367	46507	-	4141	3	3	1	0
PF3D7_0934500	Pf3D7_09_v3	1350836	1351929	-	1094	452	202	252	266
PF3D7_1247200	Pf3D7_12_v3	1950989	1951513	-	525	23	28	31	35
PF3D7_1223500	Pf3D7_12_v3	946864	960969	-	14106	299	230	272	275
PF3D7_0801200	Pf3D7_08_v3	98890	99051	-	162	0	0	1	0
PF3D7_1125800	Pf3D7_11_v3	1008409	1010853	-	2445	44	18	45	32
PF3D7_API00200	Pf3D7_API_v3	643	714	+	72	0	0	0	0
PF3D7_API05200	Pf3D7_API_v3	26962	27033	+	72	0	0	0	0
PF3D7_API05600	Pf3D7_API_v3	27304	27374	+	71	0	0	0	0
PF3D7_0105300	Pf3D7_01_v3	225110	225779	-	670	16	2	15	4
PF3D7_1415700	Pf3D7_14_v3	634815	636533	-	1719	135	48	86	96
PF3D7_0111300	Pf3D7_01_v3	431539	435042	-	3504	120	32	70	98
PF3D7_0617400	Pf3D7_06_v3	723117	731490	-	8374	17	4	11	6
PF3D7_0101800	Pf3D7_01_v3	87203	88177	-	975	0	0	0	0
PF3D7_0215000	Pf3D7_02_v3	616772	619429	-	2658	216	203	172	289
PF3D7_1457700	Pf3D7_14_v3	2367287	2371723	+	4437	399	441	244	553
PF3D7_API04600	Pf3D7_API_v3	22366	22521	-	156	0	0	0	0
PF3D7_1250300	Pf3D7_12_v3	2064987	2066040	+	1054	179	42	98	44
PF3D7_1365200	Pf3D7_13_v3	2611483	2611638	+	156	149	112	140	141
PF3D7_0514400	Pf3D7_05_v3	603951	604023	-	73	1	0	2	0
PF3D7_1000200	Pf3D7_10_v3	38050	39395	-	1346	53	78	1	1
PF3D7_1207400	Pf3D7_12_v3	345922	347239	+	1318	0	1	5	2
PF3D7_1237100	Pf3D7_12_v3	1540766	1549144	-	8379	362	225	212	309
PF3D7_1041300	Pf3D7_10_v3	1642401	1649948	-	7548	166	74	176	89
PF3D7_0912600	Pf3D7_09_v3	559144	561979	+	2836	4	7	14	22
PF3D7_1312600	Pf3D7_13_v3	529976	531265	+	1290	26	5	21	8
PF3D7_1408000	Pf3D7_14_v3	293471	294832	+	1362	945	408	572	491
PF3D7_0613700	Pf3D7_06_v3	559349	561460	-	2112	167	86	113	109
PF3D7_1250200	Pf3D7_12_v3	2059108	2063227	+	4120	391	224	339	190
PF3D7_0817100	Pf3D7_08_v3	774299	776791	+	2493	56	13	29	41
PF3D7_0823300	Pf3D7_08_v3	1028752	1033514	+	4763	845	973	558	853
PF3D7_0804000	Pf3D7_08_v3	237853	241048	+	3196	368	342	317	354
PF3D7_0211400	Pf3D7_02_v3	459072	461518	-	2447	5	1	2	5
PF3D7_0626400	Pf3D7_06_v3	1065147	1068626	+	3480	33	1	28	2
PF3D7_1239000	Pf3D7_12_v3	1621237	1623705	-	2469	225	103	143	165
PF3D7_1370000	Pf3D7_13_v3	2781622	2781695	+	74	0	0	0	0
PF3D7_1337700	Pf3D7_13_v3	1525562	1527814	+	2253	5	2	15	10
PF3D7_1018200	Pf3D7_10_v3	721734	728331	-	6598	20	4	40	19
PF3D7_0831200	Pf3D7_08_v3	1333288	1336299	+	3012	71	113	126	173
PF3D7_0517900	Pf3D7_05_v3	747795	749677	-	1883	21	10	20	17
PF3D7_0732000	Pf3D7_07_v3	1385635	1386626	+	992	35	3	2	0
PF3D7_0207300	Pf3D7_02_v3	290168	292703	-	2536	0	2	1	1
PF3D7_0934400	Pf3D7_09_v3	1349790	1350392	+	603	117	18	71	41
PF3D7_0611800	Pf3D7_06_v3	490858	501140	-	10283	1165	926	694	1361
PF3D7_0304600	Pf3D7_03_v3	221323	222516	-	1194	82	21	38	45
PF3D7_0201500	Pf3D7_02_v3	73441	74396	-	956	256	404	184	235
PF3D7_1403400	Pf3D7_14_v3	125986	129877	+	3892	23	3	19	16
PF3D7_1305800	Pf3D7_13_v3	278294	279133	+	840	0	0	0	1
PF3D7_1444500	Pf3D7_14_v3	1833782	1838598	-	4817	44	84	76	43
PF3D7_1138100	Pf3D7_11_v3	1497134	1497514	+	381	5	15	10	7
PF3D7_1303400	Pf3D7_13_v3	165013	168081	-	3069	614	493	348	552
PF3D7_1012300	Pf3D7_10_v3	472546	473386	-	841	54	5	21	8
PF3D7_0821400	Pf3D7_08_v3	965822	966657	+	836	50	25	55	39
PF3D7_1457100	Pf3D7_14_v3	2340784	2343027	+	2244	227	521	309	424
PF3D7_0205600	Pf3D7_02_v3	228025	229932	+	1908	32	10	24	27
PF3D7_1447600	Pf3D7_14_v3	1942151	1942963	-	813	9	2	3	2
PF3D7_1435400	Pf3D7_14_v3	1433738	1434310	-	573	182	102	75	113
PF3D7_1340300	Pf3D7_13_v3	1607323	1610190	+	2868	593	711	608	861
PF3D7_1244000	Pf3D7_12_v3	1842399	1845651	-	3253	187	30	57	68
PF3D7_0516300	Pf3D7_05_v3	678910	680955	+	2046	375	337	548	384
PF3D7_0609300	Pf3D7_06_v3	396242	399289	+	3048	5	1	9	2
PF3D7_0212600	Pf3D7_02_v3	522931	523999	+	1069	17	3	20	10
PF3D7_1419700	Pf3D7_14_v3	820068	821597	+	1530	538	433	699	525
PF3D7_1139400	Pf3D7_11_v3	1569604	1573189	+	3586	0	1	0	11
PF3D7_0529000	Pf3D7_05_v3	1186787	1188946	-	2160	389	300	346	338
PF3D7_0408100	Pf3D7_04_v3	397328	400693	+	3366	36	50	50	49
PF3D7_0514300	Pf3D7_05_v3	600047	603433	+	3387	153	85	63	129
PF3D7_1019200	Pf3D7_10_v3	773531	774490	+	960	0	1	0	0
PF3D7_1252400	Pf3D7_12_v3	2136053	2144874	+	8822	12	10	22	24
PF3D7_1465100	Pf3D7_14_v3	2637566	2640169	+	2604	18	10	10	19
PF3D7_0322500	Pf3D7_03_v3	945537	946751	-	1215	24	19	21	16
PF3D7_0714200	Pf3D7_07_v3	650834	654919	+	4086	153	125	103	178
PF3D7_0111800	Pf3D7_01_v3	446026	448849	+	2824	301	223	205	312
PF3D7_1430100	Pf3D7_14_v3	1184910	1187042	+	2133	139	29	75	114
PF3D7_1330900	Pf3D7_13_v3	1294943	1295022	+	80	0	0	0	0
PF3D7_0212300	Pf3D7_02_v3	492616	494306	+	1691	1299	884	787	916
PF3D7_0605700	Pf3D7_06_v3	236397	237251	+	855	7	1	6	2
PF3D7_1478600	Pf3D7_14_v3	3232639	3236535	+	3897	621	972	137	115
PF3D7_1462700	Pf3D7_14_v3	2553714	2555104	-	1391	127	12	62	25
PF3D7_1402200	Pf3D7_14_v3	84735	85301	+	567	102	13	37	30
PF3D7_1341100	Pf3D7_13_v3	1632602	1632709	-	108	0	0	1	0
PF3D7_0529900	Pf3D7_05_v3	1220777	1221992	-	1216	320	252	379	233
PF3D7_1410600	Pf3D7_14_v3	427191	428588	+	1398	2645	1201	1793	1283
PF3D7_1105300	Pf3D7_11_v3	231847	234238	-	2392	33	25	40	47
PF3D7_1436800	Pf3D7_14_v3	1498758	1499492	-	735	8	2	3	12
PF3D7_0401900	Pf3D7_04_v3	108380	111295	-	2916	18	9	6	4
PF3D7_0311200	Pf3D7_03_v3	474788	479086	+	4299	50	44	35	50
PF3D7_1208900	Pf3D7_12_v3	415404	419732	+	4329	964	409	389	595
PF3D7_1338700	Pf3D7_13_v3	1561255	1563123	-	1869	147	23	83	58
PF3D7_API06600	Pf3D7_API_v3	31327	31401	+	75	0	0	0	0
PF3D7_0703600	Pf3D7_07_v3	144019	145953	+	1935	43	12	54	24
PF3D7_1251100	Pf3D7_12_v3	2089484	2090220	+	737	99	59	105	59
PF3D7_0405900	Pf3D7_04_v3	316540	319178	-	2639	15	6	41	18
PF3D7_1416000	Pf3D7_14_v3	643914	644989	+	1076	2	0	0	2
PF3D7_1358800	Pf3D7_13_v3	2331074	2331529	+	456	2252	1213	1728	1268
PF3D7_0912900	Pf3D7_09_v3	567283	568640	+	1358	374	252	296	290
PF3D7_0722400	Pf3D7_07_v3	954784	956343	+	1560	903	500	615	536
PF3D7_0114200	Pf3D7_01_v3	550576	551713	-	1138	0	1	0	0
PF3D7_0708100	Pf3D7_07_v3	372897	373106	-	210	102	53	75	56
PF3D7_0701700	Pf3D7_07_v3	72477	73325	-	849	0	0	0	0
PF3D7_1311500	Pf3D7_13_v3	489927	491609	-	1683	618	280	436	301
PF3D7_1366500	Pf3D7_13_v3	2661573	2662022	+	450	316	22	83	24
PF3D7_0305800	Pf3D7_03_v3	281916	285260	+	3345	26	6	28	28
PF3D7_0102500	Pf3D7_01_v3	110750	115799	-	5050	25	9	34	24
PF3D7_1450600	Pf3D7_14_v3	2075586	2077349	-	1764	38	32	45	27
PF3D7_0206600	Pf3D7_02_v3	270078	270619	-	542	10	13	5	9
PF3D7_1106200	Pf3D7_11_v3	260867	263331	+	2465	46	18	16	29
PF3D7_1479600	Pf3D7_14_v3	3272578	3273848	+	1271	1	1	0	0
PF3D7_0201700	Pf3D7_02_v3	81291	84165	-	2875	67	193	364	118
PF3D7_0936700	Pf3D7_09_v3	1454422	1455720	+	1299	13	23	13	12
PF3D7_0407100	Pf3D7_04_v3	362301	363442	+	1142	22	23	16	40
PF3D7_1412600	Pf3D7_14_v3	509686	511176	-	1491	160	73	81	94
PF3D7_0526000	Pf3D7_05_v3	1075913	1078333	-	2421	41	67	51	125
PF3D7_1331700	Pf3D7_13_v3	1319089	1321845	-	2757	410	260	514	186
PF3D7_1134200	Pf3D7_11_v3	1326747	1332164	+	5418	213	378	247	342
PF3D7_0205100	Pf3D7_02_v3	214838	217348	-	2511	18	4	25	17
PF3D7_0601800	Pf3D7_06_v3	74263	74413	-	151	2	0	0	0
PF3D7_0420500	Pf3D7_04_v3	930404	931608	-	1205	6	3	3	1
PF3D7_API03100	Pf3D7_API_v3	9873	9944	-	72	0	0	0	0
PF3D7_1305000	Pf3D7_13_v3	247312	251751	+	4440	180	49	84	94
PF3D7_1202300	Pf3D7_12_v3	119402	141499	+	22098	19	16	29	28
PF3D7_0803200	Pf3D7_08_v3	204241	206661	-	2421	13	4	23	8
PF3D7_0811700	Pf3D7_08_v3	589821	593489	+	3669	1	1	3	3
PF3D7_0724000	Pf3D7_07_v3	1006335	1012145	+	5811	24	28	30	28
PF3D7_1137600	Pf3D7_11_v3	1474667	1476838	-	2172	0	0	1	1
PF3D7_0907700	Pf3D7_09_v3	364069	364908	-	840	783	497	721	582
PF3D7_1111900	Pf3D7_11_v3	457936	459197	+	1262	23	6	12	29
PF3D7_1321300	Pf3D7_13_v3	876221	886264	-	10044	102	118	79	110
PF3D7_0609800	Pf3D7_06_v3	421157	422622	-	1466	10	5	21	10
PF3D7_1130800	Pf3D7_11_v3	1187604	1189562	+	1959	17	3	16	23
PF3D7_0100800	Pf3D7_01_v3	59772	61003	+	1232	0	3	0	0
PF3D7_0624000	Pf3D7_06_v3	981066	982547	+	1482	2385	1358	1457	1187
PF3D7_0523500	Pf3D7_05_v3	976690	977815	-	1126	7	1	3	3
PF3D7_1476500	Pf3D7_14_v3	3147490	3148584	+	1095	239	133	102	317
PF3D7_0209000	Pf3D7_02_v3	370438	379845	+	9408	8	3	12	12
PF3D7_1127400	Pf3D7_11_v3	1065785	1066569	+	785	22	24	8	23
PF3D7_0931600	Pf3D7_09_v3	1268277	1269415	+	1139	0	0	1	1
PF3D7_1331400	Pf3D7_13_v3	1310771	1312216	+	1446	25	2	9	5
PF3D7_0628000	Pf3D7_06_v3	1121690	1122211	+	522	82	18	37	33
PF3D7_1443000	Pf3D7_14_v3	1764316	1768122	-	3807	10	2	17	12
PF3D7_0932200	Pf3D7_09_v3	1287008	1288372	+	1365	126	7	46	24
PF3D7_1402600	Pf3D7_14_v3	92792	92874	-	83	0	0	0	0
PF3D7_1103700	Pf3D7_11_v3	160115	160852	+	738	354	176	244	226
PF3D7_1463000	Pf3D7_14_v3	2565357	2566283	-	927	11	3	24	7
PF3D7_0606800	Pf3D7_06_v3	288377	289276	-	900	47	20	62	46
PF3D7_1356700	Pf3D7_13_v3	2245189	2246512	+	1324	33	41	30	30
PF3D7_1433000	Pf3D7_14_v3	1298639	1298977	-	339	62	44	38	37
PF3D7_0935900	Pf3D7_09_v3	1420483	1422807	-	2325	4951	9164	12329	7238
PF3D7_0919100	Pf3D7_09_v3	786156	788212	+	2057	358	334	416	286
PF3D7_1229400	Pf3D7_12_v3	1208912	1209542	+	631	1538	336	842	443
PF3D7_0219300	Pf3D7_02_v3	773335	773754	-	420	14	19	33	33
PF3D7_0419800	Pf3D7_04_v3	874811	875521	-	711	144	130	151	136
PF3D7_0624200	Pf3D7_06_v3	985047	986870	-	1824	57	29	46	45
PF3D7_0829200	Pf3D7_08_v3	1254558	1255376	+	819	263	111	108	137
PF3D7_1243700	Pf3D7_12_v3	1829660	1831057	+	1398	36	4	39	23
PF3D7_0202900	Pf3D7_02_v3	138927	141192	+	2266	8	0	7	0
PF3D7_0930800	Pf3D7_09_v3	1225556	1239575	+	14020	141	66	81	80
PF3D7_0729300	Pf3D7_07_v3	1248837	1251503	-	2667	332	417	302	482
PF3D7_1014400	Pf3D7_10_v3	574129	575103	+	975	147	109	140	139
PF3D7_0403600	Pf3D7_04_v3	197846	201208	-	3363	40	2	20	5
PF3D7_0815800	Pf3D7_08_v3	735680	741181	-	5502	213	161	160	194
PF3D7_1102300	Pf3D7_11_v3	110027	111429	-	1403	2	5	9	6
PF3D7_0623700	Pf3D7_06_v3	959132	962545	-	3414	87	33	47	79
PF3D7_0111200	Pf3D7_01_v3	430152	430858	-	707	14	0	4	9
PF3D7_0309400	Pf3D7_03_v3	401458	401576	-	119	0	0	1	0
PF3D7_0828200	Pf3D7_08_v3	1216271	1220716	+	4446	464	237	240	483
PF3D7_0728200	Pf3D7_07_v3	1211657	1213517	+	1861	5	0	10	4
PF3D7_1319900	Pf3D7_13_v3	822078	826547	-	4470	4	3	12	12
PF3D7_1146000	Pf3D7_11_v3	1821032	1822969	-	1938	210	130	146	147
PF3D7_1467900	Pf3D7_14_v3	2771101	2776308	+	5208	132	87	152	130
PF3D7_1239200	Pf3D7_12_v3	1634695	1642428	+	7734	594	118	209	264
PF3D7_0500800	Pf3D7_05_v3	43327	47761	-	4435	10464	4925	2603	3988
PF3D7_1102100	Pf3D7_11_v3	104300	104852	+	553	1	0	0	0
PF3D7_0525600	Pf3D7_05_v3	1066526	1067712	-	1187	94	12	24	36
PF3D7_1304800	Pf3D7_13_v3	243655	243772	-	118	18	5	1	13
PF3D7_0629700	Pf3D7_06_v3	1221941	1242922	+	20982	666	345	397	281
PF3D7_0101200	Pf3D7_01_v3	71624	72426	+	803	0	0	0	2
PF3D7_1122200	Pf3D7_11_v3	842991	845547	-	2557	101	153	162	190
PF3D7_0106900	Pf3D7_01_v3	290386	292590	+	2205	22	2	19	14
PF3D7_1318300	Pf3D7_13_v3	753910	759432	+	5523	101	92	43	60
PF3D7_1148600	Pf3D7_11_v3	1925995	1928144	+	2150	2	0	5	0
PF3D7_0310200	Pf3D7_03_v3	427290	440942	+	13653	963	634	631	590
PF3D7_0421200	Pf3D7_04_v3	967087	968273	+	1187	0	1	0	0
PF3D7_0304000	Pf3D7_03_v3	198542	201584	-	3043	8	1	12	2
PF3D7_0731900	Pf3D7_07_v3	1382410	1383524	+	1115	0	0	0	0
PF3D7_0902500	Pf3D7_09_v3	109334	111329	-	1996	60	165	190	84
PF3D7_1316200	Pf3D7_13_v3	680039	680855	+	817	12	8	25	14
PF3D7_0412900	Pf3D7_04_v3	576810	584668	-	7859	0	1	0	0
PF3D7_0919000	Pf3D7_09_v3	781368	782675	-	1308	1849	835	1497	854
PF3D7_0818900	Pf3D7_08_v3	860384	862417	+	2034	33829	15810	14454	15385
PF3D7_1226800	Pf3D7_12_v3	1085387	1087264	+	1878	99	40	57	42
PF3D7_1221400	Pf3D7_12_v3	857097	858671	+	1575	43	5	17	6
PF3D7_0630100	Pf3D7_06_v3	1254907	1256940	-	2034	4	6	9	2
PF3D7_API00500	Pf3D7_API_v3	979	1027	+	49	0	0	0	0
PF3D7_0214700	Pf3D7_02_v3	599829	601712	-	1884	11	1	14	10
PF3D7_0618600	Pf3D7_06_v3	775980	777835	-	1856	74	15	48	39
PF3D7_1316700	Pf3D7_13_v3	695732	697985	+	2254	8	7	23	26
PF3D7_0104100	Pf3D7_01_v3	178087	180790	+	2704	1	1	7	3
PF3D7_0700700	Pf3D7_07_v3	45559	46607	+	1049	0	0	0	0
PF3D7_1215400	Pf3D7_12_v3	631161	633011	-	1851	51	6	27	31
PF3D7_0706800	Pf3D7_07_v3	326072	326144	+	73	1	0	0	0
PF3D7_0710900	Pf3D7_07_v3	484838	486037	+	1200	66	70	79	70
PF3D7_0221000	Pf3D7_02_v3	848092	849119	+	1028	0	1	0	2
PF3D7_0831800	Pf3D7_08_v3	1374236	1375299	-	1064	5384	7613	2604	2140
PF3D7_1032900	Pf3D7_10_v3	1315718	1320949	-	5232	93	118	56	163
PF3D7_1016000	Pf3D7_10_v3	641390	642751	+	1362	6	8	26	24
PF3D7_1415500	Pf3D7_14_v3	624486	628250	-	3765	19	3	6	13
PF3D7_0607800	Pf3D7_06_v3	329537	331725	-	2189	86	12	21	44
PF3D7_0404400	Pf3D7_04_v3	238360	239499	-	1140	48	20	43	21
PF3D7_0625400	Pf3D7_06_v3	1032536	1033774	-	1239	56	255	205	226
PF3D7_0324100	Pf3D7_03_v3	1007413	1008202	-	790	57	132	2	11
PF3D7_1466800	Pf3D7_14_v3	2731986	2734694	+	2709	277	178	304	334
PF3D7_0822900	Pf3D7_08_v3	1007777	1011307	-	3531	28	18	86	22
PF3D7_1139300	Pf3D7_11_v3	1556744	1565045	-	8302	656	1222	1186	836
PF3D7_0530000	Pf3D7_05_v3	1224598	1224891	-	294	85	23	56	30
PF3D7_0202400	Pf3D7_02_v3	120524	124102	+	3579	381	294	1210	643
PF3D7_0708500	Pf3D7_07_v3	385583	388321	-	2739	217	105	142	125
PF3D7_1314100	Pf3D7_13_v3	607794	610052	+	2259	85	130	86	150
PF3D7_1110500	Pf3D7_11_v3	422057	425418	+	3362	223	124	106	202
PF3D7_1003300	Pf3D7_10_v3	150416	150874	-	459	107	106	115	115
PF3D7_1118000	Pf3D7_11_v3	683860	684616	-	757	24	18	18	13
PF3D7_0218300	Pf3D7_02_v3	747566	749365	-	1800	125	32	60	71
PF3D7_API02800	Pf3D7_API_v3	7943	8371	+	429	0	0	0	0
PF3D7_1477000	Pf3D7_14_v3	3168563	3171692	+	3130	99	141	75	36
PF3D7_1240100	Pf3D7_12_v3	1685094	1685411	-	318	24	24	51	26
PF3D7_1455300	Pf3D7_14_v3	2259465	2261297	+	1833	29	10	47	15
PF3D7_0802800	Pf3D7_08_v3	191976	194103	+	2128	14	5	15	15
PF3D7_0110500	Pf3D7_01_v3	396591	403606	+	7016	235	134	115	167
PF3D7_0110200	Pf3D7_01_v3	392604	393035	+	432	51	19	11	28
PF3D7_1365900	Pf3D7_13_v3	2632534	2633260	-	727	2132	1144	1532	1193
PF3D7_0913900	Pf3D7_09_v3	594272	597234	-	2963	55	52	79	71
PF3D7_0622800	Pf3D7_06_v3	919685	924028	+	4344	1337	1039	1273	1237
PF3D7_1420900	Pf3D7_14_v3	865346	866805	-	1460	38	10	26	9
PF3D7_0422600	Pf3D7_04_v3	1038697	1039119	-	423	9	9	9	6
PF3D7_0527400	Pf3D7_05_v3	1140627	1141154	+	528	46	33	74	22
PF3D7_1318600	Pf3D7_13_v3	768049	769650	+	1602	15	2	7	5
PF3D7_0416600	Pf3D7_04_v3	726265	727128	+	864	19	6	16	32
PF3D7_0931100	Pf3D7_09_v3	1254815	1257292	+	2478	635	439	777	558
PF3D7_1427700	Pf3D7_14_v3	1087436	1087627	-	192	6	0	3	2
PF3D7_0425600	Pf3D7_04_v3	1149274	1150188	+	915	1	3	0	0
PF3D7_1461000	Pf3D7_14_v3	2482775	2485086	+	2312	2	2	9	10
PF3D7_1473900	Pf3D7_14_v3	3007601	3010159	+	2559	79	139	104	85
PF3D7_0531800	Pf3D7_05_v3	1292052	1292210	+	159	0	1	0	1
PF3D7_1475100	Pf3D7_14_v3	3076442	3081022	+	4581	81	115	100	165
PF3D7_0710600	Pf3D7_07_v3	478468	479138	-	671	1450	830	960	1103
PF3D7_0725300	Pf3D7_07_v3	1072202	1074754	-	2553	267	247	263	313
PF3D7_1000700	Pf3D7_10_v3	54542	55498	-	957	0	0	1	2
PF3D7_0517200	Pf3D7_05_v3	720743	722641	-	1899	75	42	138	65
PF3D7_1436600	Pf3D7_14_v3	1490654	1494214	-	3561	21	4	16	8
PF3D7_1245200	Pf3D7_12_v3	1888250	1892698	-	4449	24	16	13	29
PF3D7_1208000	Pf3D7_12_v3	359995	360499	+	505	5	0	0	0
PF3D7_1475400	Pf3D7_14_v3	3087061	3105071	-	18011	9	4	8	15
PF3D7_0313000	Pf3D7_03_v3	537621	538804	-	1184	49	48	49	63
PF3D7_1112800	Pf3D7_11_v3	486329	487666	+	1338	4	4	8	11
PF3D7_1231000	Pf3D7_12_v3	1271140	1274855	+	3716	37	13	17	13
PF3D7_1337000	Pf3D7_13_v3	1491265	1494308	-	3044	77	56	53	95
PF3D7_1019900	Pf3D7_10_v3	808618	808992	-	375	26	6	16	10
PF3D7_0512400	Pf3D7_05_v3	536273	536977	+	705	3	8	5	4
PF3D7_1138300	Pf3D7_11_v3	1499137	1499571	-	435	4	4	9	7
PF3D7_1134100	Pf3D7_11_v3	1323043	1324314	-	1272	161	88	141	142
PF3D7_0107000	Pf3D7_01_v3	293642	294968	+	1327	144	8	46	24
PF3D7_0302900	Pf3D7_03_v3	152168	156146	-	3979	706	615	665	775
PF3D7_1004200	Pf3D7_10_v3	187669	196954	-	9286	217	109	125	141
